2023/6/9 14:50:58:493,-72.64999,-0.003923893,31.54,0,360,0
2023/6/9 14:50:59:215,-72.64999,0.2244675,31.54,0,360,0
2023/6/9 14:50:59:216,-72.64999,0.06750751,31.54,0,360,0
2023/6/9 14:50:59:217,-72.64999,-0.1875525,31.54,0,360,0
2023/6/9 14:50:59:270,-72.64999,0.2833274,31.54,0,360,0
2023/6/9 14:50:59:361,-72.64999,0.2833274,31.54,0,360,0
2023/6/9 14:50:59:463,-72.64999,0.2833274,31.54,0,360,0
2023/6/9 14:50:59:564,-72.64999,0.2833274,31.54,0,360,0
2023/6/9 14:50:59:662,-72.64999,0.2833274,31.54,0,360,0
2023/6/9 14:50:59:763,-72.64999,0.2833274,31.54,0,360,0
2023/6/9 14:50:59:863,-72.64999,0.2833274,31.54,0,360,0
2023/6/9 14:50:59:962,-72.64999,0.2833274,31.54,0,360,0
2023/6/9 14:51:00:63,-72.64999,0.2833274,31.54,0,360,0
2023/6/9 14:51:00:162,-72.64999,0.2833274,31.54,0,360,0
2023/6/9 14:51:00:263,-72.64999,0.2833274,31.54,0,360,0
2023/6/9 14:51:00:363,-72.64999,0.2833274,31.54,0,360,0
2023/6/9 14:51:00:463,-72.64999,0.2833274,31.54,0,360,0
2023/6/9 14:51:00:563,-72.64999,0.2833274,31.54,0,360,0
2023/6/9 14:51:00:662,-72.64999,0.2833274,31.54,0,360,0
2023/6/9 14:51:00:762,-72.64999,0.2833274,31.54,0,360,0
2023/6/9 14:51:00:861,-72.64999,0.2833274,31.54,0,360,0
2023/6/9 14:51:00:962,-72.64999,0.2833274,31.54,0,360,0
2023/6/9 14:51:01:61,-72.64999,0.2833274,31.54,0,360,0
2023/6/9 14:51:01:163,-72.64999,0.2833274,31.54,0,360,0
2023/6/9 14:51:01:263,-72.64999,0.2833274,31.54,0,360,0
2023/6/9 14:51:01:362,-72.64999,0.2833274,31.54,0,360,0
2023/6/9 14:51:01:461,-72.64999,0.2833274,31.54,0,360,0
2023/6/9 14:51:01:563,-72.64999,0.2833274,31.54,0,360,0
2023/6/9 14:51:01:664,-72.64999,0.2833274,31.54,0,360,0
2023/6/9 14:51:01:763,-72.64999,0.2833274,31.54,0,360,0
2023/6/9 14:51:01:863,-72.64999,0.2833274,31.54,0,360,0
2023/6/9 14:51:01:965,-72.64999,0.2833274,31.54,0,360,0
2023/6/9 14:51:02:73,-72.64999,0.2833274,31.54,0,360,0
2023/6/9 14:51:02:161,-72.64999,0.2833274,31.54,0,360,0
2023/6/9 14:51:02:264,-72.64999,0.2833274,31.54,0,360,0
2023/6/9 14:51:02:363,-72.64999,0.2833274,31.54,0,360,0
2023/6/9 14:51:02:463,-72.64999,0.2833274,31.54,0,360,0
2023/6/9 14:51:02:569,-72.64999,0.2833274,31.54,0,360,0
2023/6/9 14:51:02:662,-72.64999,0.2833274,31.54,0,360,0
2023/6/9 14:51:02:762,-72.64999,0.2833274,31.54,0,360,0
2023/6/9 14:51:02:863,-72.64999,0.2833274,31.54,0,360,0
2023/6/9 14:51:02:964,-72.64999,0.2833274,31.54,0,360,0
2023/6/9 14:51:03:62,-72.64999,0.2833274,31.54,0,360,0
2023/6/9 14:51:03:163,-72.64999,0.2833274,31.54,0,360,0
2023/6/9 14:51:03:268,-72.64999,0.2833274,31.54,0,360,0
2023/6/9 14:51:03:362,-72.64999,0.2833274,31.54,0,360,0
2023/6/9 14:51:03:463,-72.64999,0.2833274,31.54,0,360,0
2023/6/9 14:51:03:563,-72.64999,0.2833274,31.54,0,360,0
2023/6/9 14:51:03:664,-72.64999,0.2833274,31.54,0,360,0
2023/6/9 14:51:03:761,-72.64999,0.2833274,31.54,0,360,0
2023/6/9 14:51:03:865,-72.64999,0.2833274,31.54,0,360,0
2023/6/9 14:51:03:966,-72.64999,0.2833274,31.54,0,360,0
2023/6/9 14:51:04:64,-72.64999,0.2833274,31.54,0,360,0
2023/6/9 14:51:04:163,-72.64999,0.2833274,31.54,0,360,0
2023/6/9 14:51:04:525,-72.64999,0.2244675,31.54,0,360,0
2023/6/9 14:51:04:526,-72.64999,0.06750751,31.54,0,360,0
2023/6/9 14:51:04:527,-72.64999,-0.1875525,31.54,0,360,0
2023/6/9 14:51:04:565,-72.64999,0.2833274,31.54,0,360,0
2023/6/9 14:51:04:663,-72.64999,0.2833274,31.54,0,360,0
2023/6/9 14:51:04:761,-72.64999,0.2833274,31.54,0,360,0
2023/6/9 14:51:04:864,-72.64999,0.2833274,31.54,0,360,0
2023/6/9 14:51:04:963,-72.64999,0.2833274,31.54,0,360,0
2023/6/9 14:51:05:62,-72.64999,0.2833274,31.54,0,360,0
2023/6/9 14:51:05:164,-72.64999,0.2833274,31.54,0,360,0
2023/6/9 14:51:05:262,-72.64999,0.2833274,31.54,0,360,0
2023/6/9 14:51:05:363,-72.64999,0.2833274,31.54,0,360,0
2023/6/9 14:51:05:463,-72.64999,0.2833274,31.54,0,360,0
2023/6/9 14:51:05:562,-72.64999,0.2833274,31.54,0,359.8207,0
2023/6/9 14:51:05:663,-72.64999,0.2833274,31.54,0,358.7848,0
2023/6/9 14:51:05:761,-72.64999,0.2833274,31.54,0,356.9012,0
2023/6/9 14:51:05:861,-72.64999,0.2833274,31.54,0,355.2494,0
2023/6/9 14:51:05:962,-72.64999,0.2833274,31.54,0,354.4935,0
2023/6/9 14:51:06:64,-72.64999,0.2833274,31.54,0,353.593,0
2023/6/9 14:51:06:164,-72.64999,0.2833274,31.54,0,351.8003,0
2023/6/9 14:51:06:264,-72.64999,0.2833274,31.54,0,349.1152,0
2023/6/9 14:51:06:362,-72.64999,0.2833274,31.54,0,346.182,0
2023/6/9 14:51:06:464,-72.64999,0.2833274,31.54,0,343.136,0
2023/6/9 14:51:06:563,-72.64999,0.2833274,31.54,0,340.1645,0
2023/6/9 14:51:06:665,-72.64999,0.2833274,31.54,0,337.1175,0
2023/6/9 14:51:06:761,-72.64999,0.2833274,31.54,0,334.2011,0
2023/6/9 14:51:06:863,-72.64999,0.2833274,31.54,0,331.1584,0
2023/6/9 14:51:06:965,-72.64999,0.2833274,31.54,0,328.0766,0
2023/6/9 14:51:07:61,-72.64999,0.2833274,31.54,0,325.1945,0
2023/6/9 14:51:07:163,-72.64999,0.2833274,31.54,0,322.1664,0
2023/6/9 14:51:07:264,-72.64999,0.2833274,31.54,0,319.1334,0
2023/6/9 14:51:07:363,-72.64999,0.2833274,31.54,0,316.1669,0
2023/6/9 14:51:07:463,-72.64999,0.2833274,31.54,0,313.153,0
2023/6/9 14:51:07:567,-72.64999,0.2833274,31.54,0,310.0387,0
2023/6/9 14:51:07:665,-72.64999,0.2833274,31.54,0,307.0938,0
2023/6/9 14:51:07:763,-72.64999,0.2833274,31.54,0,304.4678,0
2023/6/9 14:51:07:869,-72.64999,0.2833274,31.54,0,302.4969,0
2023/6/9 14:51:07:962,-72.64999,0.2833274,31.54,0,300.5076,0
2023/6/9 14:51:08:62,-72.64999,0.2833274,31.54,0,297.6007,0
2023/6/9 14:51:08:162,-72.64999,0.2833274,31.54,0,294.6035,0
2023/6/9 14:51:08:265,-72.64999,0.2833274,31.54,0,291.53,0
2023/6/9 14:51:08:363,-72.64999,0.2833274,31.54,0,288.5706,0
2023/6/9 14:51:08:463,-72.64999,0.2833274,31.54,0,285.9631,0
2023/6/9 14:51:08:567,-72.64999,0.2833274,31.54,0,283.6501,0
2023/6/9 14:51:08:663,-72.64999,0.2833274,31.54,0,280.8398,0
2023/6/9 14:51:08:762,-72.64999,0.2833274,31.54,0,277.8381,0
2023/6/9 14:51:08:864,-72.64999,0.2833274,31.54,0,275.3416,0
2023/6/9 14:51:08:965,-72.64999,0.2833274,31.54,0,273.7427,0
2023/6/9 14:51:09:64,-72.64999,0.2833274,31.54,0,273.0764,0
2023/6/9 14:51:09:163,-72.64999,0.2833274,31.54,0,273.051,0
2023/6/9 14:51:09:266,-72.64999,0.2833274,31.54,0,273.051,0
2023/6/9 14:51:09:363,-72.64999,0.2833274,31.54,0,272.9507,0
2023/6/9 14:51:09:465,-72.64999,0.2833274,31.54,0,272.0395,0
2023/6/9 14:51:09:564,-72.64999,0.2833274,31.54,0,270.265,0
2023/6/9 14:51:09:662,-72.64999,0.2833274,31.54,0,267.6534,0
2023/6/9 14:51:09:762,-72.64999,0.2833274,31.54,0,264.9802,0
2023/6/9 14:51:09:862,-72.64999,0.2833274,31.54,0,263.2324,0
2023/6/9 14:51:09:963,-72.64999,0.2833274,31.54,0,262.3851,0
2023/6/9 14:51:10:64,-72.64999,0.2833274,31.54,0,262.2999,0
